ID	KEGG_ko
Tatro_002772-T1	-
Tatro_002773-T1	-
Tatro_002775-T1	ko:K08856
Tatro_002776-T1	-
Tatro_002777-T1	-
Tatro_002778-T1	-
Tatro_002779-T1	ko:K09885
Tatro_002780-T1	ko:K07443
Tatro_002781-T1	ko:K10395
Tatro_002782-T1	ko:K08712
Tatro_002783-T1	-
Tatro_002784-T1	ko:K10882
Tatro_002785-T1	-
Tatro_002786-T1	-
Tatro_002787-T1	-
Tatro_002788-T1	-
Tatro_002789-T1	ko:K01866
Tatro_002790-T1	-
Tatro_002791-T1	-
Tatro_002792-T1	ko:K07192
Tatro_002793-T1	-
Tatro_002794-T1	-
Tatro_002795-T1	-
Tatro_002796-T1	-
Tatro_002797-T1	-
Tatro_002798-T1	ko:K01082
Tatro_002799-T1	-
Tatro_002800-T1	-
Tatro_002801-T1	-
Tatro_002802-T1	-
Tatro_002804-T1	-
Tatro_002805-T1	-
Tatro_002806-T1	-
Tatro_002807-T1	-
Tatro_002808-T1	-
Tatro_002809-T1	ko:K00052
Tatro_002810-T1	ko:K03448
Tatro_002811-T1	-
Tatro_002812-T1	ko:K01426
Tatro_002813-T1	-
Tatro_002814-T1	ko:K09704
Tatro_002815-T1	-
Tatro_002816-T1	-
Tatro_002818-T1	-
Tatro_002821-T1	-
Tatro_002822-T1	-
Tatro_002823-T1	-
Tatro_002825-T1	-
Tatro_002826-T1	ko:K12200
Tatro_002827-T1	-
Tatro_002828-T1	-
Tatro_002829-T1	-
Tatro_002830-T1	-
Tatro_002831-T1	-
Tatro_002832-T1	-
Tatro_002834-T1	-
Tatro_002836-T1	-
Tatro_002837-T1	-
Tatro_002838-T1	ko:K00467
Tatro_002839-T1	ko:K01049
Tatro_002840-T1	-
Tatro_002840-T2	-
Tatro_002842-T1	ko:K01279
Tatro_002843-T1	-
Tatro_002844-T1	-
Tatro_002846-T1	-
Tatro_002847-T1	-
Tatro_002848-T1	ko:K15303
Tatro_002849-T1	ko:K10865
Tatro_002851-T1	ko:K01501
Tatro_002852-T1	-
Tatro_002853-T1	-
Tatro_002854-T1	ko:K09518
Tatro_002855-T1	-
Tatro_002856-T1	ko:K03134
Tatro_002857-T1	ko:K10949
Tatro_002858-T1	-
Tatro_002859-T1	-
Tatro_002860-T1	-
Tatro_002861-T1	-
Tatro_002862-T1	-
Tatro_002863-T1	-
Tatro_002864-T1	-
Tatro_002865-T1	ko:K10437
Tatro_002866-T1	-
Tatro_002867-T1	-
Tatro_002868-T1	ko:K14050
Tatro_002869-T1	ko:K11251
Tatro_002870-T1	-
Tatro_002871-T1	-
Tatro_002872-T1	ko:K13366
Tatro_002873-T1	-
Tatro_002874-T1	ko:K10901,ko:K12343
Tatro_002876-T1	ko:K01098
Tatro_002878-T1	-
Tatro_002881-T1	-
Tatro_002882-T1	-
Tatro_002883-T1	ko:K22152
Tatro_002884-T1	ko:K00764
Tatro_002884-T2	ko:K00764
Tatro_002885-T1	-
Tatro_002886-T1	-
Tatro_002888-T1	-
Tatro_002889-T1	-
Tatro_002890-T1	-
Tatro_002891-T1	-
Tatro_002892-T1	ko:K13239
Tatro_002894-T1	ko:K05349
Tatro_002895-T1	-
Tatro_002896-T1	ko:K19356
Tatro_002897-T1	-
Tatro_002898-T1	-
Tatro_002899-T1	-
Tatro_002900-T1	ko:K17742
Tatro_002901-T1	ko:K05351
Tatro_002902-T1	ko:K17742
Tatro_002903-T1	ko:K09241
Tatro_002904-T1	-
Tatro_002907-T1	-
Tatro_002908-T1	-
Tatro_002909-T1	-
Tatro_002910-T1	-
Tatro_002911-T1	ko:K01181
Tatro_002912-T1	-
Tatro_002913-T1	-
Tatro_002914-T1	-
Tatro_002916-T1	ko:K08254
Tatro_002917-T1	-
Tatro_002918-T1	-
Tatro_002919-T1	-
Tatro_002920-T1	-
Tatro_002921-T1	ko:K21440
Tatro_002922-T1	-
Tatro_002923-T1	-
Tatro_002925-T1	ko:K22470
Tatro_002926-T1	-
Tatro_002927-T1	-
Tatro_002928-T1	ko:K14165
Tatro_002929-T1	-
Tatro_002930-T1	ko:K00002
Tatro_002931-T1	-
Tatro_002932-T1	-
Tatro_002933-T1	ko:K01265
Tatro_002934-T1	-
Tatro_002935-T1	-
Tatro_002936-T1	ko:K00002
Tatro_002937-T1	-
Tatro_002938-T1	-
Tatro_002939-T1	ko:K00616
Tatro_002940-T1	-
Tatro_002941-T1	-
Tatro_002942-T1	ko:K05349
Tatro_002943-T1	ko:K01279
Tatro_002944-T1	-
Tatro_002945-T1	-
Tatro_002946-T1	-
Tatro_002947-T1	-
Tatro_002948-T1	ko:K15920
Tatro_002949-T1	-
Tatro_002950-T1	-
Tatro_002951-T1	ko:K05994
Tatro_002953-T1	-
Tatro_002954-T1	-
Tatro_002955-T1	ko:K15303
Tatro_002956-T1	-
Tatro_002957-T1	-
Tatro_002958-T1	-
Tatro_002959-T1	-
Tatro_002961-T1	-
Tatro_002962-T1	ko:K01535
Tatro_002964-T1	-
Tatro_002965-T1	-
Tatro_002966-T1	-
Tatro_002967-T1	ko:K12622
Tatro_002968-T1	-
Tatro_002969-T1	-
Tatro_002970-T1	-
Tatro_002971-T1	ko:K11134,ko:K17922
Tatro_002972-T1	-
Tatro_002975-T1	-
Tatro_002976-T1	-
Tatro_002977-T1	-
Tatro_002978-T1	ko:K03507
Tatro_002979-T1	ko:K17822
Tatro_002980-T1	ko:K18163
Tatro_002981-T1	ko:K18163
Tatro_002982-T1	ko:K15505
Tatro_002983-T1	-
Tatro_002984-T1	-
Tatro_002985-T1	-
Tatro_002986-T1	ko:K01183
Tatro_002987-T1	ko:K01183
Tatro_002988-T1	ko:K18107
Tatro_002989-T1	-
Tatro_002991-T1	-
Tatro_002992-T1	-
Tatro_002993-T1	-
Tatro_002994-T1	ko:K14810
Tatro_002995-T1	-
Tatro_002996-T1	-
Tatro_002997-T1	ko:K01687
Tatro_002998-T1	ko:K17922
Tatro_002999-T1	ko:K17922
Tatro_003000-T1	-
Tatro_003001-T1	-
Tatro_003002-T1	ko:K09831
Tatro_003003-T1	-
Tatro_003005-T1	-
Tatro_003006-T1	-
Tatro_003007-T1	-
Tatro_003008-T1	-
Tatro_003009-T1	-
Tatro_003010-T1	-
Tatro_003011-T1	-
Tatro_003012-T1	ko:K17644
Tatro_003013-T1	ko:K00344
Tatro_003014-T1	-
Tatro_003015-T1	ko:K03854
Tatro_003017-T1	ko:K14536
Tatro_003018-T1	ko:K02265
Tatro_003019-T1	-
Tatro_003020-T1	-
Tatro_003021-T1	-
Tatro_003022-T1	ko:K19475
Tatro_003023-T1	-
Tatro_003024-T1	ko:K10599
Tatro_003025-T1	-
Tatro_003026-T1	-
Tatro_003027-T1	-
Tatro_003028-T1	ko:K06965
Tatro_003029-T1	ko:K20241
Tatro_003030-T1	ko:K03671
Tatro_003031-T1	ko:K09885
Tatro_003032-T1	-
Tatro_003033-T1	-
Tatro_003035-T1	-
Tatro_003035-T2	-
Tatro_003036-T1	-
Tatro_003037-T1	-
Tatro_003038-T1	-
Tatro_003039-T1	-
Tatro_003040-T1	-
Tatro_003041-T1	-
Tatro_003044-T1	ko:K02510
Tatro_003046-T1	-
Tatro_003047-T1	ko:K14848
Tatro_003048-T1	ko:K05528
Tatro_003049-T1	-
Tatro_003050-T1	ko:K03434
Tatro_003052-T1	ko:K20061
Tatro_003052-T2	ko:K20061
Tatro_003054-T1	-
Tatro_003055-T1	-
Tatro_003058-T1	ko:K22276
Tatro_003059-T1	-
Tatro_003060-T1	-
Tatro_003061-T1	ko:K01763,ko:K20247
Tatro_003062-T1	-
Tatro_003063-T1	-
Tatro_003064-T1	-
Tatro_003065-T1	-
Tatro_003066-T1	-
Tatro_003066-T2	-
Tatro_003068-T1	-
Tatro_003069-T1	-
Tatro_003069-T2	-
Tatro_003071-T1	-
Tatro_003073-T1	-
Tatro_003076-T1	-
Tatro_003077-T1	ko:K00022
Tatro_003078-T1	-
Tatro_003079-T1	-
Tatro_003081-T1	-
Tatro_003082-T1	-
Tatro_003083-T1	-
Tatro_003084-T1	-
Tatro_003085-T1	-
Tatro_003086-T1	-
Tatro_003087-T1	-
Tatro_003089-T1	-
Tatro_003090-T1	ko:K00626
Tatro_003091-T1	-
Tatro_003092-T1	ko:K12823
Tatro_003092-T2	ko:K12823
Tatro_003094-T1	ko:K21455
Tatro_003096-T1	ko:K13205
Tatro_003097-T1	ko:K02960
Tatro_003098-T1	ko:K02912
Tatro_003101-T1	-
Tatro_003102-T1	-
Tatro_003103-T1	-
Tatro_003103-T2	-
Tatro_003104-T1	ko:K15371
Tatro_003105-T1	ko:K17769
Tatro_003106-T1	ko:K01488
Tatro_003106-T2	ko:K01488
Tatro_003107-T1	ko:K06030
Tatro_003108-T1	ko:K12191
Tatro_003109-T1	ko:K19704
Tatro_003110-T1	-
Tatro_003111-T1	-
Tatro_003113-T1	-
Tatro_003114-T1	-
Tatro_003115-T1	-
Tatro_003116-T1	ko:K03140,ko:K15306
Tatro_003117-T1	ko:K15306
Tatro_003118-T1	-
Tatro_003118-T2	-
Tatro_003120-T1	-
Tatro_003121-T1	-
Tatro_003122-T1	ko:K04536
Tatro_003124-T1	ko:K01907
Tatro_003125-T1	ko:K00654
Tatro_003126-T1	ko:K19841
Tatro_003127-T1	-
Tatro_003128-T1	-
Tatro_003130-T1	ko:K03434
Tatro_003131-T1	-
Tatro_003132-T1	-
Tatro_003133-T1	ko:K03316
Tatro_003134-T1	-
Tatro_003136-T1	-
Tatro_003137-T1	-
Tatro_003138-T1	-
Tatro_003139-T1	ko:K00451
Tatro_003140-T1	-
Tatro_003141-T1	-
Tatro_003142-T1	-
Tatro_003143-T1	-
Tatro_003144-T1	ko:K05972
Tatro_003145-T1	-
Tatro_003146-T1	-
Tatro_003148-T1	-
Tatro_003149-T1	-
Tatro_003150-T1	-
Tatro_003155-T1	ko:K15502
Tatro_003158-T1	-
Tatro_003159-T1	ko:K15102
Tatro_003160-T1	-
Tatro_003161-T1	-
Tatro_003162-T1	ko:K14856
Tatro_003163-T1	ko:K02429
Tatro_003164-T1	ko:K03256
Tatro_003165-T1	ko:K05756
Tatro_003166-T1	-
Tatro_003167-T1	-
Tatro_003168-T1	-
Tatro_003169-T1	-
Tatro_003170-T1	ko:K01104,ko:K19806
Tatro_003171-T1	-
Tatro_003172-T1	ko:K03066
Tatro_003173-T1	ko:K07300
Tatro_003174-T1	-
Tatro_003175-T1	-
Tatro_003176-T1	-
Tatro_003177-T1	-
Tatro_003178-T1	ko:K19785
Tatro_003179-T1	ko:K20179
Tatro_003180-T1	-
Tatro_003181-T1	ko:K08739
Tatro_003182-T1	-
Tatro_003184-T1	ko:K17608
Tatro_003185-T1	-
Tatro_003186-T1	-
Tatro_003187-T1	-
Tatro_003188-T1	-
Tatro_003189-T1	ko:K10597
Tatro_003190-T1	ko:K10597
Tatro_003193-T1	-
Tatro_003194-T1	-
Tatro_003195-T1	-
Tatro_003196-T1	ko:K00106
Tatro_003197-T1	ko:K14264
Tatro_003199-T1	ko:K19798,ko:K19799
Tatro_003199-T2	ko:K19798,ko:K19799
Tatro_003202-T1	-
Tatro_003203-T1	-
Tatro_003204-T1	ko:K21452
Tatro_003205-T1	-
Tatro_003206-T1	ko:K14794
Tatro_003207-T1	ko:K07095,ko:K18467
Tatro_003208-T1	-
Tatro_003209-T1	ko:K11567
Tatro_003211-T1	-
Tatro_003212-T1	-
Tatro_003213-T1	-
Tatro_003214-T1	-
Tatro_003215-T1	ko:K13117
Tatro_003216-T1	ko:K06653
Tatro_003217-T1	ko:K06653
Tatro_003218-T1	-
Tatro_003219-T1	ko:K01091
Tatro_003220-T1	ko:K18173
Tatro_003221-T1	ko:K02906
Tatro_003222-T1	-
Tatro_003223-T1	ko:K15218
Tatro_003224-T1	ko:K11558
Tatro_003225-T1	ko:K18633
Tatro_003226-T1	ko:K19619
Tatro_003227-T1	ko:K00728
Tatro_003228-T1	ko:K07877
Tatro_003229-T1	-
Tatro_003232-T1	-
Tatro_003233-T1	ko:K01897
Tatro_003234-T1	-
Tatro_003235-T1	ko:K17069
Tatro_003236-T1	-
Tatro_003237-T1	-
Tatro_003238-T1	-
Tatro_003239-T1	-
Tatro_003240-T1	ko:K01647
Tatro_003241-T1	ko:K15560
Tatro_003244-T1	ko:K01535
Tatro_003245-T1	-
Tatro_003246-T1	-
Tatro_003247-T1	-
Tatro_003248-T1	ko:K14309
Tatro_003249-T1	-
Tatro_003251-T1	-
Tatro_003252-T1	-
Tatro_003254-T1	ko:K00264
Tatro_003257-T1	-
Tatro_003258-T1	ko:K08504
Tatro_003259-T1	-
Tatro_003260-T1	-
Tatro_003261-T1	-
Tatro_003263-T1	ko:K06654
Tatro_003264-T1	-
Tatro_003270-T1	-
Tatro_003271-T1	-
Tatro_003272-T1	ko:K06867
Tatro_003273-T1	-
Tatro_003274-T1	ko:K03469
Tatro_003275-T1	ko:K15442
Tatro_003276-T1	ko:K00900
Tatro_003277-T1	ko:K11806
Tatro_003278-T1	ko:K03011
Tatro_003279-T1	ko:K13577
Tatro_003280-T1	-
Tatro_003282-T1	ko:K01889
Tatro_003284-T1	-
Tatro_003285-T1	-
Tatro_003286-T1	-
Tatro_003287-T1	-
Tatro_003288-T1	ko:K22485
Tatro_003290-T1	-
Tatro_003291-T1	-
Tatro_003292-T1	-
Tatro_003293-T1	-
Tatro_003294-T1	ko:K14328
Tatro_003295-T1	ko:K15427,ko:K15498
Tatro_003296-T1	ko:K07055
Tatro_003297-T1	-
Tatro_003298-T1	ko:K02608
Tatro_003299-T1	-
Tatro_003300-T1	-
Tatro_003301-T1	ko:K17741
Tatro_003302-T1	ko:K08955
Tatro_003307-T1	ko:K18696
Tatro_003308-T1	-
Tatro_003309-T1	-
Tatro_003310-T1	ko:K14531
Tatro_003311-T1	ko:K06874
Tatro_003312-T1	-
Tatro_003314-T1	ko:K15326
Tatro_003316-T1	-
Tatro_003319-T1	ko:K01802,ko:K12734
Tatro_003320-T1	-
Tatro_003321-T1	ko:K09419
Tatro_003323-T1	ko:K01802,ko:K12737
Tatro_003324-T1	-
Tatro_003325-T1	-
Tatro_003326-T1	ko:K00128
Tatro_003327-T1	-
Tatro_003328-T1	ko:K14807
Tatro_003329-T1	ko:K03857
Tatro_003330-T1	-
Tatro_003331-T1	-
Tatro_003332-T1	ko:K20477
Tatro_003333-T1	-
Tatro_003334-T1	-
Tatro_003335-T1	-
Tatro_003336-T1	ko:K20185
Tatro_003338-T1	ko:K10258
Tatro_003339-T1	-
Tatro_003340-T1	ko:K02995
Tatro_003341-T1	-
Tatro_003342-T1	ko:K10592
Tatro_003343-T1	ko:K02991
Tatro_003344-T1	ko:K11270
Tatro_003345-T1	ko:K07561
Tatro_003346-T1	ko:K01785
Tatro_003347-T1	ko:K01183
Tatro_003348-T1	ko:K02147
Tatro_003349-T1	ko:K01640
Tatro_003350-T1	ko:K07374
Tatro_003351-T1	-
Tatro_003352-T1	-
Tatro_003354-T1	-
Tatro_003355-T1	-
Tatro_003356-T1	ko:K00415
Tatro_003357-T1	ko:K22074
Tatro_003358-T1	ko:K03023
Tatro_003359-T1	-
Tatro_003360-T1	-
Tatro_003361-T1	ko:K11568
Tatro_003362-T1	ko:K02988
Tatro_003363-T1	-
Tatro_003364-T1	-
Tatro_003365-T1	-
Tatro_003367-T1	-
Tatro_003368-T1	-
Tatro_003371-T1	-
Tatro_003372-T1	-
Tatro_003373-T1	ko:K02877
Tatro_003374-T1	-
Tatro_003376-T1	-
Tatro_003377-T1	-
Tatro_003377-T2	-
Tatro_003378-T1	ko:K03021
Tatro_003379-T1	ko:K10880,ko:K10958
Tatro_003380-T1	-
Tatro_003381-T1	ko:K00624
Tatro_003383-T1	ko:K03283
Tatro_003384-T1	-
Tatro_003385-T1	-
Tatro_003386-T1	ko:K11497
Tatro_003388-T1	ko:K10743
Tatro_003389-T1	-
Tatro_003390-T1	-
Tatro_003391-T1	-
Tatro_003392-T1	ko:K08141
Tatro_003393-T1	ko:K07407
Tatro_003393-T2	ko:K07407
Tatro_003393-T3	ko:K07407
Tatro_003393-T4	ko:K07407
Tatro_003394-T1	-
Tatro_003395-T1	ko:K22048
Tatro_003396-T1	-
Tatro_003397-T1	-
Tatro_003398-T1	-
Tatro_003399-T1	-
Tatro_003400-T1	-
Tatro_003401-T1	ko:K06997
Tatro_003402-T1	ko:K11824
Tatro_003403-T1	ko:K18162
Tatro_003404-T1	ko:K05754
Tatro_003406-T1	ko:K01431,ko:K11206
Tatro_003407-T1	-
Tatro_003408-T1	-
Tatro_003410-T1	ko:K14403
Tatro_003411-T1	ko:K02154
Tatro_003412-T1	-
Tatro_003413-T1	ko:K02896
Tatro_003415-T1	ko:K11778,ko:K19197
Tatro_003416-T1	ko:K11778
Tatro_003417-T1	-
Tatro_003418-T1	ko:K02137
Tatro_003419-T1	ko:K06685
Tatro_003420-T1	ko:K00698
Tatro_003421-T1	ko:K00381
Tatro_003422-T1	-
Tatro_003423-T1	ko:K07893
Tatro_003424-T1	ko:K14840,ko:K18327
Tatro_003425-T1	ko:K03885
Tatro_003426-T1	ko:K00876
Tatro_003427-T1	-
Tatro_003428-T1	ko:K03937
Tatro_003429-T1	ko:K02139
Tatro_003430-T1	ko:K02907
Tatro_003431-T1	ko:K02542
Tatro_003432-T1	ko:K10745
Tatro_003433-T1	ko:K00574
Tatro_003434-T1	ko:K18327
Tatro_003435-T1	ko:K11304
Tatro_003436-T1	ko:K09704
Tatro_003437-T1	-
Tatro_003438-T1	ko:K03504
Tatro_003439-T1	ko:K10627
Tatro_003440-T1	ko:K15053
Tatro_003441-T1	ko:K20305
Tatro_003442-T1	ko:K13106
Tatro_003443-T1	ko:K03138
Tatro_003444-T1	ko:K13291
Tatro_003445-T1	-
Tatro_003446-T1	ko:K00948
Tatro_003447-T1	ko:K16066
Tatro_003448-T1	-
Tatro_003449-T1	ko:K04532
Tatro_003450-T1	ko:K10639
Tatro_003451-T1	ko:K14642
Tatro_003452-T1	-
Tatro_003453-T1	ko:K00949
Tatro_003454-T1	ko:K03016
Tatro_003455-T1	ko:K11375
Tatro_003456-T1	ko:K15323
Tatro_003457-T1	-
Tatro_003458-T1	-
Tatro_003459-T1	-
Tatro_003460-T1	ko:K12587
Tatro_003461-T1	-
Tatro_003462-T1	ko:K11094
Tatro_003463-T1	ko:K02149
Tatro_003464-T1	ko:K12867
Tatro_003465-T1	-
Tatro_003466-T1	ko:K07195
Tatro_003467-T1	-
Tatro_003468-T1	ko:K00618
Tatro_003469-T1	ko:K00974
Tatro_003470-T1	ko:K05285
Tatro_003471-T1	ko:K03522
Tatro_003472-T1	ko:K18914
Tatro_003473-T1	-
Tatro_003474-T1	ko:K10245,ko:K10246
Tatro_003475-T1	ko:K18443
Tatro_003476-T1	ko:K11649,ko:K11772
Tatro_003477-T1	-
Tatro_003478-T1	ko:K06877
Tatro_003479-T1	ko:K06877
Tatro_003480-T1	-
Tatro_003481-T1	ko:K17605
Tatro_003482-T1	-
Tatro_003483-T1	ko:K03936
Tatro_003484-T1	ko:K10643
Tatro_003485-T1	ko:K19983
Tatro_003486-T1	ko:K03942
Tatro_003487-T1	ko:K17738
Tatro_003488-T1	-
Tatro_003489-T1	ko:K02885
Tatro_003490-T1	ko:K00600
Tatro_003491-T1	-
Tatro_003492-T1	ko:K18995
Tatro_003493-T1	-
Tatro_003494-T1	-
Tatro_003495-T1	-
Tatro_003496-T1	-
Tatro_003497-T1	-
Tatro_003498-T1	-
Tatro_003499-T1	ko:K18337
Tatro_003500-T1	ko:K12661
Tatro_003501-T1	-
Tatro_003502-T1	ko:K14844
Tatro_003503-T1	-
Tatro_003504-T1	ko:K03012
Tatro_003505-T1	ko:K20303
Tatro_003506-T1	ko:K03029
Tatro_003507-T1	-
Tatro_003508-T1	-
Tatro_003509-T1	-
Tatro_003510-T1	-
Tatro_003511-T1	-
Tatro_003512-T1	ko:K15340
Tatro_003513-T1	ko:K17081
Tatro_003514-T1	ko:K15077
Tatro_003515-T1	ko:K03139
Tatro_003516-T1	-
Tatro_003517-T1	-
Tatro_003518-T1	ko:K03004,ko:K03506
Tatro_003519-T1	ko:K11092
Tatro_003520-T1	-
Tatro_003521-T1	-
Tatro_003523-T1	ko:K08333
Tatro_003524-T1	-
Tatro_003528-T1	-
Tatro_003528-T2	-
Tatro_003529-T1	ko:K00275
Tatro_003530-T1	-
Tatro_003531-T1	-
Tatro_003533-T1	-
Tatro_003534-T1	ko:K11557
Tatro_003535-T1	ko:K17969
Tatro_003535-T2	ko:K17969
Tatro_003536-T1	ko:K16944
Tatro_003538-T1	ko:K01772
Tatro_003539-T1	ko:K10884
Tatro_003540-T1	-
Tatro_003541-T1	ko:K08158
Tatro_003542-T1	-
Tatro_003543-T1	ko:K12623
Tatro_003544-T1	ko:K00667,ko:K00668
Tatro_003545-T1	ko:K00668
Tatro_003546-T1	ko:K01487
Tatro_003547-T1	-
Tatro_003548-T1	ko:K21451
Tatro_003550-T1	ko:K01166
Tatro_003551-T1	-
Tatro_003552-T1	-
Tatro_003553-T1	ko:K11269
Tatro_003554-T1	ko:K00101
Tatro_003555-T1	-
Tatro_003557-T1	ko:K01115
Tatro_003558-T1	-
Tatro_003559-T1	-
Tatro_003560-T1	ko:K01876,ko:K22503
Tatro_003561-T1	ko:K14713
Tatro_003562-T1	-
Tatro_003563-T1	ko:K01199
Tatro_003564-T1	-
Tatro_003565-T1	-
Tatro_003567-T1	ko:K18732
Tatro_003568-T1	ko:K01956
Tatro_003569-T1	ko:K03521
Tatro_003570-T1	ko:K12492
Tatro_003571-T1	-
Tatro_003572-T1	-
Tatro_003573-T1	-
Tatro_003574-T1	-
Tatro_003575-T1	-
Tatro_003576-T1	-
Tatro_003577-T1	-
Tatro_003578-T1	-
Tatro_003579-T1	-
Tatro_003580-T1	-
Tatro_003581-T1	ko:K14967
Tatro_003582-T1	-
Tatro_003584-T1	-
Tatro_003585-T1	-
Tatro_003586-T1	-
Tatro_003587-T1	-
Tatro_003590-T1	ko:K19932
Tatro_003591-T1	ko:K21806
Tatro_003592-T1	ko:K01702
Tatro_003593-T1	-
Tatro_003594-T1	-
Tatro_003595-T1	-
Tatro_003596-T1	-
Tatro_003597-T1	ko:K02151
Tatro_003598-T1	-
Tatro_003600-T1	ko:K07117
Tatro_003601-T1	ko:K01001
Tatro_003602-T1	-
Tatro_003604-T1	-
Tatro_003606-T1	-
Tatro_003607-T1	ko:K00030
Tatro_003608-T1	ko:K17637
Tatro_003609-T1	-
Tatro_003610-T1	-
Tatro_003611-T1	-
Tatro_003612-T1	ko:K03234
Tatro_003613-T1	ko:K13192
Tatro_003614-T1	ko:K00297
Tatro_003615-T1	ko:K05349
Tatro_003616-T1	-
Tatro_003618-T1	-
Tatro_003619-T1	-
Tatro_003620-T1	ko:K18696
Tatro_003621-T1	-
Tatro_003623-T1	-
Tatro_003625-T1	ko:K00997
Tatro_003626-T1	-
Tatro_003627-T1	ko:K10413
Tatro_003628-T1	-
Tatro_003629-T1	-
Tatro_003630-T1	-
Tatro_003633-T1	ko:K10277,ko:K17970
Tatro_003634-T1	ko:K01850
Tatro_003635-T1	ko:K15262
Tatro_003636-T1	-
Tatro_003637-T1	ko:K12179
Tatro_003638-T1	ko:K15423
Tatro_003639-T1	ko:K18174
Tatro_003640-T1	-
Tatro_003641-T1	ko:K06628
Tatro_003643-T1	-
Tatro_003644-T1	-
Tatro_003645-T1	-
Tatro_003648-T1	-
Tatro_003650-T1	-
Tatro_003651-T1	ko:K18798
Tatro_003653-T1	-
Tatro_003654-T1	-
Tatro_003655-T1	-
Tatro_003656-T1	ko:K05290
Tatro_003657-T1	-
Tatro_003658-T1	ko:K15109
Tatro_003659-T1	-
Tatro_003660-T1	ko:K14692
Tatro_003661-T1	ko:K03842
Tatro_003662-T1	ko:K10575
Tatro_003663-T1	ko:K12848
Tatro_003664-T1	ko:K00586
Tatro_003665-T1	-
Tatro_003666-T1	-
Tatro_003667-T1	-
Tatro_003668-T1	ko:K14729
Tatro_003669-T1	ko:K15918
Tatro_003670-T1	-
Tatro_003671-T1	-
Tatro_003672-T1	ko:K03347
Tatro_003673-T1	-
Tatro_003675-T1	ko:K04630,ko:K04640
Tatro_003676-T1	ko:K00688
Tatro_003677-T1	ko:K04441
Tatro_003678-T1	-
Tatro_003679-T1	-
Tatro_003680-T1	ko:K00275
Tatro_003681-T1	ko:K01954,ko:K11541
Tatro_003682-T1	-
Tatro_003683-T1	-
Tatro_003684-T1	-
Tatro_003686-T1	-
Tatro_003687-T1	ko:K01183
Tatro_003688-T1	-
Tatro_003689-T1	-
Tatro_003690-T1	-
Tatro_003691-T1	-
Tatro_003692-T1	ko:K00817
Tatro_003693-T1	ko:K08257
Tatro_003694-T1	-
Tatro_003695-T1	-
Tatro_003696-T1	ko:K03282
Tatro_003697-T1	-
Tatro_003699-T1	-
Tatro_003700-T1	ko:K18664
Tatro_003701-T1	ko:K08516
Tatro_003702-T1	-
Tatro_003703-T1	ko:K05759
Tatro_003704-T1	-
Tatro_003705-T1	ko:K01724
Tatro_003706-T1	-
Tatro_003707-T1	ko:K09043
Tatro_003708-T1	ko:K11672
Tatro_003709-T1	ko:K11667
Tatro_003710-T1	ko:K07750
Tatro_003711-T1	ko:K18158
Tatro_003711-T2	ko:K18158
Tatro_003712-T1	-
Tatro_003713-T1	ko:K00456
Tatro_003714-T1	ko:K15711
Tatro_003715-T1	-
Tatro_003716-T1	-
Tatro_003717-T1	-
Tatro_003718-T1	-
Tatro_003719-T1	-
Tatro_003720-T1	ko:K04382
Tatro_003721-T1	ko:K19986
Tatro_003722-T1	ko:K17770
Tatro_003723-T1	ko:K15449
Tatro_003724-T1	-
Tatro_003726-T1	ko:K01736
Tatro_003727-T1	-
Tatro_003730-T1	ko:K00354
Tatro_003731-T1	-
Tatro_003732-T1	-
Tatro_003733-T1	-
Tatro_003734-T1	-
Tatro_003734-T2	-
Tatro_003735-T1	-
Tatro_003737-T1	ko:K12584
Tatro_003738-T1	-
Tatro_003739-T1	-
Tatro_003740-T1	-
Tatro_003741-T1	ko:K12860
Tatro_003742-T1	-
Tatro_003743-T1	ko:K01522
Tatro_003744-T1	-
Tatro_003745-T1	ko:K02993
Tatro_003746-T1	-
Tatro_003747-T1	ko:K03164
Tatro_003748-T1	ko:K17606
Tatro_003749-T1	-
Tatro_003752-T1	-
Tatro_003754-T1	ko:K02541,ko:K17669
Tatro_003755-T1	ko:K08675
Tatro_003758-T1	-
Tatro_003759-T1	-
Tatro_003760-T1	ko:K00507
Tatro_003761-T1	ko:K14299
Tatro_003764-T1	-
Tatro_003765-T1	-
Tatro_003766-T1	-
Tatro_003768-T1	-
Tatro_003769-T1	-
Tatro_003770-T1	ko:K16578
Tatro_003771-T1	ko:K16733,ko:K19839
Tatro_003773-T1	-
Tatro_003774-T1	-
Tatro_003775-T1	-
Tatro_003776-T1	-
Tatro_003777-T1	-
Tatro_003778-T1	ko:K00327
Tatro_003779-T1	-
Tatro_003779-T2	-
Tatro_003780-T1	ko:K07179
Tatro_003781-T1	ko:K03028
Tatro_003782-T1	-
Tatro_003783-T1	ko:K01934
Tatro_003784-T1	ko:K14326
Tatro_003785-T1	-
Tatro_003786-T1	ko:K15436
Tatro_003787-T1	-
Tatro_003788-T1	-
Tatro_003789-T1	-
Tatro_003790-T1	ko:K07827
Tatro_003792-T1	-
Tatro_003793-T1	-
Tatro_003794-T1	ko:K03593
Tatro_003796-T1	ko:K06072
Tatro_003797-T1	ko:K03000
Tatro_003798-T1	ko:K06672
Tatro_003799-T1	ko:K07300
Tatro_003800-T1	ko:K20404
Tatro_003801-T1	ko:K14688
Tatro_003802-T1	-
Tatro_003803-T1	-
Tatro_003804-T1	-
Tatro_003805-T1	-
